id_x,id_y,TF
mil_0226,spa_00226,False
mil_3412,spa_09828,True
mil_0132,spa_00132,False
mil_0294,spa_00294,False
mil_0257,spa_00257,False
mil_0080,spa_00080,False
mil_3974,spa_01721,True
mil_4420,spa_01989,True
mil_3974,spa_04121,True
mil_3412,spa_06194,True
mil_3127,spa_04505,True
mil_4420,spa_04121,True
mil_3127,spa_06649,True
mil_0431,spa_00431,False
mil_0062,spa_00062,False
mil_0494,spa_00494,False
mil_3079,spa_02820,True
mil_0437,spa_00437,False
mil_0146,spa_00146,False
mil_0239,spa_00239,False
mil_0470,spa_00470,False
mil_0258,spa_00258,False
mil_0334,spa_00334,False
mil_1672,spa_07019,True
mil_3412,spa_09339,True
mil_0245,spa_00245,False
mil_1255,spa_08190,True
mil_0175,spa_00175,False
mil_2141,spa_05499,True
mil_0459,spa_00459,False
mil_3079,spa_01253,True
mil_0111,spa_00111,False
mil_0394,spa_00394,False
mil_0400,spa_00400,False
mil_0116,spa_05586,True
mil_4420,spa_08350,True
mil_0284,spa_00284,False
mil_0441,spa_00441,False
mil_0038,spa_00038,False
mil_0114,spa_00114,False
mil_0380,spa_00380,False
mil_0356,spa_00356,False
mil_0353,spa_00353,False
mil_4133,spa_05751,True
mil_4420,spa_09181,True
mil_3412,spa_01423,True
mil_0087,spa_00087,False
mil_0163,spa_00163,False
mil_0269,spa_00269,False
mil_3272,spa_08904,True
mil_0077,spa_00077,False
mil_3079,spa_04121,True
mil_3412,spa_03131,True
mil_0319,spa_00319,False
mil_0074,spa_00074,False
mil_1672,spa_09994,True
mil_0303,spa_00303,False
mil_3079,spa_05075,True
mil_0450,spa_00450,False
mil_4420,spa_03421,True
mil_0234,spa_00234,False
mil_2678,spa_03774,True
mil_3043,spa_03964,True
mil_0215,spa_00215,False
mil_3974,spa_08610,True
mil_0210,spa_00210,False
mil_3127,spa_09195,True
mil_0412,spa_00412,False
mil_0311,spa_00311,False
mil_0285,spa_00285,False
mil_0227,spa_00227,False
mil_0039,spa_00039,False
mil_3127,spa_07655,True
mil_4420,spa_01822,True
mil_3272,spa_05098,True
mil_3079,spa_03359,True
mil_0304,spa_00304,False
mil_2383,spa_04784,True
mil_3272,spa_02690,True
mil_3974,spa_08350,True
mil_0103,spa_00103,False
mil_1672,spa_01989,True
mil_0040,spa_00040,False
mil_0392,spa_00392,False
mil_0003,spa_00003,False
mil_0374,spa_00374,False
mil_0221,spa_00221,False
mil_0193,spa_00193,False
mil_1255,spa_08013,True
mil_0184,spa_00184,False
mil_0075,spa_00075,False
mil_0045,spa_00045,False
mil_3974,spa_00076,True
mil_0085,spa_00085,False
mil_3197,spa_07622,True
mil_3079,spa_04490,True
mil_3974,spa_07019,True
mil_3974,spa_01989,True
mil_1255,spa_08609,True
mil_0021,spa_00021,False
mil_1672,spa_02264,True
mil_0299,spa_00299,False
mil_0123,spa_00123,False
mil_0199,spa_00199,False
mil_0117,spa_00117,False
mil_0468,spa_00468,False
mil_0165,spa_00165,False
mil_1672,spa_02820,True
mil_0331,spa_00331,False
mil_0404,spa_00404,False
mil_0440,spa_00440,False
mil_0335,spa_00335,False
mil_0262,spa_00262,False
mil_3043,spa_07942,True
mil_0433,spa_00433,False
mil_3197,spa_04472,True
mil_0129,spa_00129,False
mil_0142,spa_00142,False
mil_0222,spa_00222,False
mil_0371,spa_00371,False
mil_2669,spa_03964,True
mil_0202,spa_00202,False
mil_0198,spa_00198,False
mil_2669,spa_01597,True
mil_0395,spa_00395,False
mil_3197,spa_01211,True
mil_0457,spa_00457,False
mil_3974,spa_05189,True
mil_0492,spa_00492,False
mil_0095,spa_00095,False
mil_0148,spa_00148,False
mil_0488,spa_00488,False
mil_1007,spa_07916,True
mil_0273,spa_00273,False
mil_0306,spa_00306,False
mil_0476,spa_00476,False
mil_0283,spa_00283,False
mil_0368,spa_00368,False
mil_0292,spa_00292,False
mil_0112,spa_00112,False
mil_0218,spa_00218,False
mil_0008,spa_00008,False
mil_2669,spa_04497,True
mil_0415,spa_00415,False
mil_0288,spa_00438,True
mil_4420,spa_01253,True
mil_2653,spa_09991,True
mil_3974,spa_02820,True
mil_3272,spa_09828,True
mil_3127,spa_02690,True
mil_0018,spa_00018,False
mil_0209,spa_00209,False
mil_3272,spa_07655,True
mil_0169,spa_00169,False
mil_0059,spa_00059,False
mil_0397,spa_00397,False
mil_0116,spa_02689,True
mil_0145,spa_00145,False
mil_3272,spa_09195,True
mil_0235,spa_00235,False
mil_0443,spa_00443,False
mil_3043,spa_04473,True
mil_0064,spa_00064,False
mil_0109,spa_00109,False
mil_3412,spa_04835,True
mil_0174,spa_00174,False
mil_0427,spa_00427,False
mil_0373,spa_00373,False
mil_0447,spa_00447,False
mil_0246,spa_00246,False
mil_0436,spa_00436,False
mil_0211,spa_00211,False
mil_1672,spa_05189,True
mil_0484,spa_00484,False
mil_0393,spa_00393,False
mil_0005,spa_00005,False
mil_0102,spa_00102,False
mil_0050,spa_00050,False
mil_1672,spa_07630,True
mil_3450,spa_04482,True
mil_4420,spa_00076,True
mil_3043,spa_08013,True
mil_1672,spa_01253,True
mil_3412,spa_01543,True
mil_2141,spa_03959,True
mil_1672,spa_08189,True
mil_3412,spa_08191,True
mil_0416,spa_00416,False
mil_4297,spa_00265,True
mil_3272,spa_06060,True
mil_2678,spa_00902,True
mil_3974,spa_09021,True
mil_2678,spa_03959,True
mil_3127,spa_00272,True
mil_0191,spa_00191,False
mil_0454,spa_00454,False
mil_0355,spa_00355,False
mil_3272,spa_00625,True
mil_0288,spa_07631,True
mil_0422,spa_00422,False
mil_0139,spa_00139,False
mil_2653,spa_00025,True
mil_1255,spa_04795,True
mil_3272,spa_00267,True
mil_0435,spa_00435,False
mil_1255,spa_04497,True
mil_1672,spa_02685,True
mil_3043,spa_03507,True
mil_0250,spa_00250,False
mil_3079,spa_08610,True
mil_1672,spa_05459,True
mil_1007,spa_06037,True
mil_2035,spa_09186,True
mil_4420,spa_00554,True
mil_0314,spa_00314,False
mil_4420,spa_01721,True
mil_0358,spa_00358,False
mil_2678,spa_06484,True
mil_0141,spa_00141,False
mil_1672,spa_07654,True
mil_0031,spa_00031,False
mil_0049,spa_00049,False
mil_0130,spa_00130,False
mil_3310,spa_05041,True
mil_3974,spa_01822,True
