id_x,id_y,TF
lyr_09547,mil_3124,True
lyr_00419,mil_0419,False
lyr_11289,mil_2694,True
lyr_00223,mil_0223,False
lyr_00610,mil_0610,False
lyr_00902,mil_0902,False
lyr_09917,mil_2239,True
lyr_09930,mil_2070,True
lyr_00966,mil_0966,False
lyr_09469,mil_3491,True
lyr_00250,mil_0250,False
lyr_00277,mil_0277,False
lyr_09425,mil_0238,True
lyr_00677,mil_0677,False
lyr_00501,mil_0501,False
lyr_09531,mil_2643,True
lyr_00166,mil_0166,False
lyr_09680,mil_3291,True
lyr_00383,mil_0383,False
lyr_09620,mil_1598,True
lyr_11235,mil_0238,True
lyr_00473,mil_0473,False
lyr_00276,mil_0276,False
lyr_00830,mil_0830,False
lyr_00909,mil_0909,False
lyr_09940,mil_0238,True
lyr_09933,mil_1435,True
lyr_00457,mil_0457,False
lyr_00113,mil_0113,False
lyr_09575,mil_1778,True
lyr_09457,mil_1255,True
lyr_09946,mil_1435,True
lyr_09496,mil_4097,True
lyr_09425,mil_3412,True
lyr_00342,mil_0342,False
lyr_09619,mil_3079,True
lyr_00207,mil_0207,False
lyr_00037,mil_0037,False
lyr_09465,mil_2751,True
lyr_00269,mil_0269,False
lyr_00845,mil_0845,False
lyr_09623,mil_3974,True
lyr_00883,mil_0883,False
lyr_09523,mil_1192,True
lyr_09623,mil_4763,True
lyr_11190,mil_4276,True
lyr_00993,mil_0993,False
lyr_09527,mil_3974,True
lyr_00374,mil_0374,False
lyr_00338,mil_0338,False
lyr_00382,mil_0382,False
lyr_09917,mil_2159,True
lyr_00401,mil_0401,False
lyr_00535,mil_0535,False
lyr_09539,mil_1672,True
lyr_00659,mil_0659,False
lyr_09523,mil_4669,True
lyr_00331,mil_0331,False
lyr_00875,mil_0875,False
lyr_09527,mil_2643,True
lyr_00550,mil_0550,False
lyr_09501,mil_2643,True
lyr_11209,mil_2239,True
lyr_00979,mil_0979,False
lyr_00562,mil_0562,False
lyr_00330,mil_0330,False
lyr_09539,mil_4763,True
lyr_09938,mil_3127,True
lyr_00322,mil_0322,False
lyr_11192,mil_3886,True
lyr_09531,mil_4669,True
lyr_11209,mil_3125,True
lyr_00833,mil_0833,False
lyr_00650,mil_0650,False
lyr_00617,mil_0617,False
lyr_00062,mil_0062,False
lyr_09495,mil_4669,True
lyr_09940,mil_3127,True
lyr_00607,mil_0607,False
lyr_00711,mil_0711,False
lyr_00848,mil_0848,False
lyr_00533,mil_0533,False
lyr_09547,mil_0565,True
lyr_00757,mil_0757,False
lyr_09576,mil_1435,True
lyr_09446,mil_2417,True
lyr_11286,mil_0966,True
lyr_11209,mil_1778,True
lyr_11232,mil_2603,True
lyr_00156,mil_0156,False
lyr_11235,mil_4448,True
lyr_09597,mil_2643,True
lyr_00345,mil_0345,False
lyr_00593,mil_0593,False
lyr_11188,mil_1398,True
lyr_09463,mil_3348,True
lyr_00061,mil_0061,False
lyr_09476,mil_3125,True
lyr_11286,mil_1672,True
lyr_09536,mil_3568,True
lyr_00026,mil_0026,False
lyr_09619,mil_4669,True
lyr_00123,mil_0123,False
lyr_00265,mil_0265,False
lyr_09499,mil_1672,True
lyr_09559,mil_1995,True
lyr_09545,mil_4617,True
lyr_11188,mil_1296,True
lyr_00987,mil_0987,False
lyr_00613,mil_0613,False
lyr_09539,mil_3568,True
lyr_09576,mil_0035,True
lyr_09442,mil_2283,True
lyr_09940,mil_3412,True
lyr_00842,mil_0842,False
lyr_09667,mil_3291,True
lyr_00772,mil_0772,False
lyr_09527,mil_1672,True
lyr_09481,mil_1995,True
lyr_00359,mil_0359,False
lyr_09467,mil_0565,True
lyr_00500,mil_0500,False
lyr_09938,mil_1448,True
lyr_11209,mil_1448,True
lyr_09946,mil_0674,True
lyr_00249,mil_0249,False
lyr_00132,mil_0132,False
lyr_09545,mil_3079,True
lyr_00087,mil_0087,False
lyr_00932,mil_0932,False
lyr_00557,mil_0557,False
lyr_09917,mil_2603,True
lyr_00941,mil_0941,False
lyr_00991,mil_0991,False
lyr_00828,mil_0828,False
lyr_00267,mil_0267,False
lyr_09547,mil_2643,True
lyr_00868,mil_0868,False
lyr_11209,mil_0035,True
lyr_00962,mil_0962,False
lyr_09567,mil_1943,True
lyr_00366,mil_0366,False
lyr_09552,mil_4345,True
lyr_00968,mil_0968,False
lyr_00707,mil_0707,False
lyr_00254,mil_0254,False
lyr_00926,mil_0926,False
lyr_00854,mil_0854,False
lyr_09917,mil_3127,True
lyr_00967,mil_0967,False
lyr_11289,mil_4420,True
lyr_00354,mil_0354,False
lyr_00552,mil_0552,False
lyr_11188,mil_3974,True
lyr_09501,mil_4763,True
lyr_00358,mil_0358,False
lyr_09452,mil_1192,True
lyr_09452,mil_4436,True
lyr_11193,mil_0676,True
lyr_09933,mil_2603,True
lyr_00768,mil_0768,False
lyr_11281,mil_2595,True
